,0
305,2
306,6
307,6
308,8
309,2
310,14
311,14
312,3
313,2
314,2
315,10
316,10
317,10
318,12
319,10
320,3
321,12
322,3
323,11
324,11
325,8
326,5
327,11
328,3
329,11
330,12
331,12
332,12
333,11
334,14
335,12
336,5
337,5
338,11
339,14
340,3
341,14
342,2
343,10
344,2
345,3
346,6
347,14
348,3
349,10
350,2
351,2
352,3
353,8
354,12
355,12
356,8
357,12
358,12
359,12
360,12
361,12
362,12
363,12
364,14
365,8
366,3
367,12
368,11
369,2
370,14
371,8
372,8
373,12
374,11
375,8
376,5
377,12
378,2
379,12
380,14
381,2
382,8
383,14
384,2
385,2
386,10
387,8
388,2
389,10
390,3
391,10
392,2
393,2
394,12
395,11
396,8
397,6
398,12
399,12
400,2
401,6
402,10
403,6
404,6
405,2
406,3
407,12
408,10
409,2
410,12
411,14
412,10
413,8
414,11
415,11
416,11
417,3
418,2
419,11
420,2
421,10
422,10
423,6
424,8
425,2
426,3
427,10
428,11
429,6
430,12
431,11
432,3
433,2
434,2
435,5
436,2
437,10
438,2
439,12
440,12
441,14
442,3
443,11
444,3
445,3
446,5
447,2
448,12
449,12
450,11
451,2
452,11
453,11
454,10
455,14
456,8
457,3
458,6
459,12
460,2
461,2
462,3
463,11
464,14
465,2
466,14
467,3
468,14
469,5
470,12
471,6
472,5
473,6
474,12
475,14
476,10
477,2
478,2
479,12
480,5
481,11
482,3
483,6
484,5
485,10
486,8
487,8
488,14
489,6
490,5
491,11
492,8
493,10
494,11
495,12
496,12
497,3
498,12
499,14
500,12
501,3
502,12
503,2
504,2
505,14
506,10
507,2
508,3
509,2
510,11
511,5
512,2
513,3
514,12
515,2
516,2
517,14
518,5
519,12
520,14
521,8
522,12
523,6
524,10
525,14
526,14
527,11
528,14
529,2
530,2
531,10
532,2
533,11
534,12
535,2
536,12
537,3
538,11
539,12
540,6
541,2
542,3
543,10
544,14
545,10
546,2
547,6
548,14
549,2
550,11
551,2
552,11
553,8
554,3
555,10
556,12
557,12
558,2
559,6
560,14
561,12
562,3
563,12
564,11
565,12
566,14
567,10
568,14
569,11
570,3
571,5
572,10
573,14
574,8
575,3
576,12
577,10
578,12
579,3
580,3
581,10
582,11
583,8
584,12
585,12
586,2
587,12
588,10
589,8
590,8
591,2
592,3
593,12
594,10
595,14
596,3
597,14
598,14
599,12
600,10
601,3
602,2
603,2
604,2
605,11
606,11
607,11
608,3
609,12
610,12
611,2
612,6
613,3
614,11
615,11
616,10
617,12
618,12
619,11
620,2
621,12
622,5
623,14
624,12
625,6
626,12
627,12
628,2
629,3
630,14
631,2
632,14
633,10
634,2
635,2
636,10
637,14
638,2
639,3
640,10
641,10
642,14
643,5
644,14
645,12
646,11
647,3
648,2
649,3
650,10
651,2
652,14
653,12
654,5
655,12
656,3
657,6
658,6
659,3
660,8
661,3
662,14
663,2
664,6
665,2
666,12
667,6
668,6
669,8
670,14
671,2
672,6
673,14
674,2
675,2
676,6
677,12
678,6
679,8
680,6
681,12
682,2
683,2
684,6
685,2
686,12
687,12
688,14
689,2
690,2
691,6
692,12
693,10
694,3
695,14
696,12
697,14
698,2
699,11
700,12
701,11
702,10
703,14
704,2
705,8
706,6
707,3
708,8
709,3
710,12
711,8
712,8
713,2
714,12
715,3
716,10
717,2
718,2
719,12
720,2
721,14
722,12
723,10
724,3
725,12
726,12
727,12
728,2
729,12
730,12
731,14
732,12
733,8
734,12
735,14
736,14
737,10
738,11
739,10
740,12
741,10
742,6
743,14
744,14
745,10
746,11
747,6
748,3
749,10
750,6
751,14
752,12
753,6
754,14
755,2
756,2
757,2
758,8
759,2
760,6
761,12
762,10
763,11
764,6
765,12
766,14
767,6
768,2
769,10
770,2
771,14
772,12
773,3
774,12
775,12
776,3
777,10
778,3
779,3
780,14
781,12
782,11
783,12
784,2
785,2
786,2
787,12
788,3
789,6
790,10
791,10
792,2
793,14
794,3
795,3
796,8
797,12
798,3
799,3
800,11
801,10
802,3
803,14
804,11
805,10
806,14
807,12
808,2
809,10
810,3
811,8
812,6
813,12
814,12
815,12
816,10
817,10
818,5
819,12
820,10
821,14
822,3
823,10
824,6
825,12
826,14
827,2
828,6
829,14
830,2
831,3
832,12
833,2
834,6
835,10
836,10
837,3
838,12
839,2
840,12
841,2
842,10
843,12
844,6
845,12
846,12
847,3
848,11
849,6
850,11
851,12
852,2
853,2
854,8
855,12
856,11
857,2
858,2
859,12
860,3
861,12
862,11
863,3
864,10
865,6
866,12
867,14
868,3
869,2
870,10
871,3
872,3
873,12
874,8
875,10
876,2
877,3
878,2
879,2
880,12
881,11
882,3
883,12
884,11
885,3
886,14
887,3
888,12
889,6
890,11
891,6
892,12
893,8
894,3
895,5
896,12
897,12
898,6
899,8
900,10
901,14
902,2
903,10
904,12
905,2
906,12
907,10
908,14
909,8
910,14
911,8
912,12
913,14
914,10
915,11
916,3
917,10
918,12
919,10
920,10
921,3
922,6
923,12
924,12
925,12
926,2
927,12
928,11
929,12
930,3
931,14
932,12
933,3
934,2
935,3
936,12
937,10
938,2
939,10
940,6
941,6
942,8
943,3
944,3
945,5
946,12
947,12
948,2
949,12
950,8
951,2
952,12
953,8
954,2
955,3
956,8
957,3
958,2
959,10
960,12
961,8
962,3
963,2
964,12
965,3
966,12
967,14
968,2
969,3
970,10
971,14
972,8
973,12
974,6
975,3
976,12
977,14
978,2
979,12
980,10
981,12
982,3
983,2
984,12
985,2
986,11
987,2
988,6
989,6
990,12
991,12
992,2
993,2
994,2
995,2
996,12
997,12
998,11
999,10
1000,12
1001,14
1002,2
1003,6
1004,3
1005,3
1006,14
1007,12
1008,8
1009,3
1010,3
1011,12
1012,14
1013,6
1014,3
1015,12
1016,3
1017,2
1018,10
1019,2
1020,10
1021,14
1022,14
1023,5
1024,11
1025,14
1026,6
1027,14
1028,2
1029,3
1030,10
1031,3
1032,14
1033,2
1034,3
1035,3
1036,2
1037,11
1038,14
1039,2
1040,10
1041,2
1042,2
1043,6
1044,14
1045,12
1046,10
1047,8
1048,2
1049,2
1050,12
1051,10
1052,3
1053,11
1054,6
1055,12
1056,12
1057,12
1058,3
1059,8
1060,3
1061,2
1062,12
1063,14
1064,14
1065,3
1066,3
1067,12
1068,3
1069,8
1070,2
1071,6
1072,11
1073,14
1074,14
1075,6
1076,6
1077,12
1078,12
1079,12
1080,2
1081,3
1082,2
1083,10
1084,3
1085,11
1086,12
1087,12
1088,14
1089,2
1090,10
1091,11
1092,11
1093,2
1094,5
1095,2
1096,3
1097,12
1098,14
1099,14
1100,5
1101,6
1102,12
1103,3
1104,6
1105,11
1106,10
1107,3
1108,6
1109,11
1110,2
1111,12
1112,11
1113,5
1114,10
1115,2
1116,3
1117,11
1118,3
1119,5
1120,11
1121,12
1122,10
1123,14
1124,2
1125,2
1126,3
1127,5
1128,2
1129,12
1130,12
1131,10
1132,5
1133,2
1134,2
1135,5
1136,14
1137,2
1138,3
1139,2
1140,14
1141,11
1142,3
1143,14
1144,10
1145,12
1146,2
1147,3
1148,12
1149,6
1150,11
1151,3
1152,2
1153,14
1154,3
1155,2
1156,2
1157,10
1158,3
1159,10
1160,11
1161,10
1162,6
1163,14
1164,6
1165,2
1166,12
1167,14
1168,8
1169,2
1170,12
1171,3
1172,2
1173,3
1174,2
1175,14
1176,3
1177,12
1178,14
1179,2
1180,12
1181,14
1182,3
1183,6
1184,12
1185,12
1186,14
1187,12
1188,10
1189,8
1190,11
1191,6
1192,2
1193,3
1194,5
1195,10
1196,14
1197,10
1198,12
1199,14
1200,2
1201,10
1202,12
1203,8
1204,11
1205,3
1206,6
1207,2
1208,8
1209,12
1210,11
1211,11
1212,11
1213,2
1214,12
1215,2
1216,6
1217,5
1218,2
1219,11
1220,10
1221,5
1222,12
1223,2
1224,14
1225,6
1226,12
1227,14
1228,11
1229,3
1230,6
1231,11
1232,14
1233,11
1234,3
1235,12
1236,8
1237,11
1238,11
1239,12
1240,14
1241,12
1242,12
1243,3
1244,3
1245,12
1246,12
1247,8
1248,12
1249,3
1250,2
1251,2
1252,2
1253,10
1254,2
1255,12
1256,11
1257,12
1258,10
1259,6
1260,10
1261,10
1262,2
1263,14
1264,6
1265,10
1266,2
1267,11
1268,5
1269,12
1270,12
1271,12
1272,12
1273,12
1274,8
1275,10
1276,6
1277,12
1278,12
1279,10
1280,8
1281,12
1282,8
1283,2
1284,11
1285,6
1286,12
1287,14
1288,3
1289,5
1290,12
1291,12
1292,6
1293,12
1294,12
1295,5
1296,14
1297,12
1298,3
1299,2
1300,14
1301,12
1302,10
1303,10
1304,12
1305,14
1306,14
1307,14
1308,2
1309,14
1310,5
1311,5
1312,12
1313,11
1314,10
1315,10
1316,12
1317,3
1318,2
1319,2
1320,8
1321,12
1322,2
1323,12
1324,11
1325,14
1326,5
1327,10
1328,14
1329,5
1330,14
1331,3
1332,12
1333,12
1334,3
1335,12
1336,12
1337,5
1338,12
1339,14
1340,6
1341,10
1342,10
1343,3
1344,14
1345,11
1346,10
1347,14
1348,3
1349,2
1350,12
1351,5
1352,3
1353,2
1354,2
1355,2
1356,6
1357,10
1358,5
1359,3
1360,3
1361,10
1362,2
1363,11
1364,12
1365,14
1366,12
1367,12
1368,12
1369,12
1370,10
1371,3
1372,11
1373,6
1374,8
1375,12
1376,6
1377,3
1378,14
1379,12
1380,12
1381,5
1382,2
1383,14
1384,10
1385,12
1386,11
1387,3
1388,10
1389,2
1390,14
1391,14
1392,6
1393,6
1394,2
1395,12
1396,3
1397,3
1398,12
1399,6
1400,2
1401,12
1402,12
1403,6
1404,2
1405,14
1406,12
1407,6
1408,5
1409,12
1410,12
1411,12
1412,6
1413,5
1414,5
1415,14
1416,2
1417,2
1418,3
1419,12
1420,10
1421,12
1422,2
1423,14
1424,14
1425,12
1426,10
1427,10
1428,14
1429,12
1430,2
1431,10
1432,8
1433,5
1434,12
1435,14
1436,2
1437,8
1438,12
1439,10
1440,12
1441,2
1442,10
1443,12
1444,12
1445,2
1446,11
1447,5
1448,14
1449,10
1450,3
1451,2
1452,10
1453,14
1454,5
1455,14
1456,6
1457,12
1458,2
1459,8
1460,14
1461,12
1462,12
1463,5
1464,10
1465,12
1466,14
1467,3
1468,3
1469,14
1470,2
1471,3
1472,12
1473,2
1474,5
1475,6
1476,6
1477,8
1478,2
1479,2
1480,14
1481,2
1482,3
1483,12
1484,3
1485,12
1486,3
1487,12
1488,10
1489,11
1490,2
1491,3
1492,3
1493,2
1494,6
1495,2
1496,2
1497,3
1498,2
1499,14
1500,14
1501,14
1502,10
1503,14
1504,2
1505,6
1506,8
1507,8
1508,2
1509,6
1510,2
1511,11
1512,3
1513,14
1514,2
1515,10
1516,6
1517,8
1518,10
1519,12
1520,2
1521,12
1522,6
1523,2
1524,10
1525,10
1526,5
1527,2
1528,2
1529,14
1530,3
1531,3
1532,10
1533,14
1534,10
1535,6
1536,12
1537,8
1538,2
1539,5
1540,2
1541,12
1542,2
1543,3
1544,6
1545,2
1546,12
1547,12
1548,12
1549,12
1550,8
1551,11
1552,2
1553,10
1554,10
1555,3
1556,12
1557,10
1558,12
1559,6
1560,3
1561,10
1562,12
1563,14
1564,6
1565,14
1566,3
1567,10
1568,11
1569,5
1570,12
1571,2
1572,3
1573,2
1574,10
1575,2
1576,8
1577,10
1578,12
1579,10
1580,12
1581,14
1582,8
1583,2
1584,14
1585,3
1586,3
1587,6
1588,6
1589,8
1590,6
1591,12
1592,8
1593,12
1594,10
1595,2
1596,3
1597,10
1598,14
1599,14
1600,12
1601,6
1602,12
1603,12
1604,10
1605,14
1606,3
1607,10
1608,6
1609,12
1610,12
1611,12
1612,3
1613,5
1614,12
1615,3
1616,3
1617,14
1618,6
1619,5
1620,2
1621,14
1622,14
1623,2
1624,12
1625,14
1626,3
1627,10
1628,3
1629,14
1630,14
1631,2
1632,11
1633,14
1634,14
1635,8
1636,8
1637,3
1638,10
1639,11
1640,2
1641,3
1642,10
1643,12
1644,8
1645,6
1646,6
1647,12
1648,10
1649,10
1650,10
1651,2
1652,10
1653,11
1654,2
1655,2
1656,12
1657,11
1658,10
1659,8
1660,12
1661,12
1662,2
1663,6
1664,3
1665,12
1666,2
1667,2
1668,12
1669,14
1670,12
1671,3
1672,2
1673,12
1674,12
1675,2
1676,2
1677,6
1678,14
1679,8
1680,10
1681,2
1682,10
1683,10
1684,10
1685,14
1686,10
1687,11
1688,12
1689,12
1690,5
1691,10
1692,10
1693,6
1694,5
1695,12
1696,2
1697,10
1698,10
1699,12
1700,14
1701,2
1702,14
1703,2
1704,3
1705,6
1706,3
1707,6
1708,12
1709,6
1710,3
1711,5
1712,2
1713,3
1714,12
1715,5
1716,12
1717,6
1718,12
1719,8
1720,14
1721,6
1722,3
1723,12
1724,5
1725,8
1726,10
1727,8
1728,2
1729,2
1730,14
1731,6
1732,2
1733,12
1734,14
1735,12
1736,6
1737,2
1738,14
1739,12
1740,12
1741,10
1742,12
1743,8
1744,2
1745,12
1746,6
1747,11
1748,10
1749,10
1750,2
1751,14
1752,8
1753,3
1754,12
1755,12
1756,10
1757,12
1758,11
1759,12
1760,12
1761,14
1762,10
1763,11
1764,12
1765,12
1766,10
1767,3
1768,5
1769,6
1770,8
1771,11
1772,8
1773,6
1774,12
1775,12
1776,12
1777,12
1778,12
1779,12
1780,14
1781,3
1782,10
1783,8
1784,6
1785,3
1786,3
1787,12
1788,10
1789,10
1790,8
1791,6
1792,6
1793,5
1794,3
1795,12
1796,3
1797,3
1798,10
1799,6
1800,3
1801,12
1802,10
1803,6
1804,10
1805,14
1806,12
1807,3
1808,10
1809,3
1810,3
1811,11
1812,6
1813,2
1814,11
1815,12
1816,11
1817,3
1818,2
1819,14
1820,6
1821,14
1822,6
1823,14
1824,10
1825,14
1826,6
1827,2
1828,3
1829,6
1830,3
1831,11
1832,14
1833,12
1834,6
1835,12
1836,14
1837,10
1838,10
1839,6
1840,10
1841,2
1842,10
1843,14
1844,10
1845,10
1846,14
1847,11
1848,8
1849,2
1850,3
1851,10
1852,14
1853,2
1854,14
1855,14
1856,12
1857,6
1858,6
1859,14
1860,6
1861,11
1862,10
1863,2
1864,3
1865,14
1866,2
1867,12
1868,2
1869,2
1870,5
1871,5
1872,11
1873,10
1874,12
1875,2
1876,10
1877,2
1878,12
1879,14
1880,2
1881,10
1882,6
1883,2
1884,8
1885,11
1886,10
1887,2
1888,10
1889,2
1890,10
1891,2
1892,11
1893,10
1894,2
1895,3
1896,11
1897,5
1898,11
1899,14
1900,10
1901,2
1902,2
1903,3
1904,2
1905,6
1906,12
1907,12
1908,12
1909,12
1910,3
1911,11
1912,14
1913,3
1914,14
1915,14
1916,6
1917,10
1918,8
1919,10
1920,12
1921,11
1922,10
1923,6
1924,2
1925,14
1926,11
1927,3
1928,12
1929,14
1930,14
1931,11
1932,10
1933,14
1934,3
1935,14
1936,10
1937,14
1938,2
1939,11
1940,12
1941,2
1942,12
1943,12
1944,12
1945,12
1946,8
1947,3
1948,2
1949,12
1950,2
1951,12
1952,12
1953,12
1954,11
1955,12
1956,3
1957,10
1958,3
1959,3
1960,11
1961,14
1962,2
1963,12
1964,10
1965,14
1966,12
1967,10
1968,3
1969,6
1970,10
1971,6
1972,2
1973,12
1974,11
1975,5
1976,5
1977,10
1978,14
1979,14
1980,14
1981,12
1982,12
1983,2
1984,14
1985,2
1986,5
1987,10
1988,5
1989,12
1990,12
1991,6
1992,11
1993,12
1994,3
1995,10
1996,12
1997,12
1998,11
1999,12
2000,14
2001,10
2002,10
2003,5
2004,12
2005,11
2006,6
2007,5
2008,3
2009,6
2010,14
2011,5
2012,12
2013,12
2014,2
2015,14
2016,5
2017,2
2018,12
2019,6
2020,10
2021,11
2022,2
2023,8
2024,2
2025,14
2026,3
2027,5
2028,3
2029,10
2030,10
2031,11
2032,14
2033,12
2034,5
2035,3
2036,14
2037,10
2038,3
2039,2
2040,3
2041,12
2042,12
2043,10
2044,12
2045,3
2046,14
2047,12
2048,2
2049,11
2050,12
2051,12
2052,2
2053,12
2054,14
2055,12
2056,3
2057,14
2058,14
2059,6
2060,5
2061,11
2062,2
2063,12
2064,14
2065,12
2066,8
2067,12
2068,8
2069,2
2070,6
2071,12
2072,10
2073,12
2074,3
2075,6
2076,14
2077,12
2078,11
2079,6
2080,11
2081,12
2082,12
2083,12
2084,3
2085,5
2086,12
2087,11
2088,6
2089,2
2090,10
2091,14
2092,2
2093,11
2094,14
2095,2
2096,3
2097,6
2098,6
2099,10
2100,3
2101,10
2102,2
2103,10
2104,2
2105,14
2106,12
2107,12
2108,11
2109,12
2110,10
2111,10
2112,2
2113,10
2114,6
2115,2
2116,3
2117,12
2118,3
2119,8
2120,14
2121,2
2122,12
2123,14
2124,3
2125,2
2126,10
2127,12
2128,3
2129,10
2130,2
2131,8
2132,10
2133,3
2134,2
2135,8
2136,10
2137,14
2138,14
2139,10
2140,5
2141,5
2142,2
2143,10
2144,3
2145,12
2146,5
2147,10
2148,12
2149,5
2150,12
2151,14
2152,8
2153,3
2154,12
2155,12
2156,14
2157,12
2158,6
2159,2
2160,10
2161,5
2162,10
2163,2
2164,12
2165,8
2166,10
2167,14
2168,3
2169,14
2170,3
2171,2
2172,6
2173,12
2174,11
2175,12
2176,10
2177,3
2178,14
2179,14
2180,3
2181,11
2182,11
2183,6
2184,3
2185,12
2186,11
2187,12
2188,11
2189,10
2190,12
2191,11
2192,14
2193,5
2194,10
2195,11
2196,2
2197,12
2198,10
2199,12
2200,2
2201,8
2202,14
2203,11
2204,10
2205,12
2206,11
2207,12
2208,14
2209,12
2210,14
2211,8
2212,10
2213,10
2214,2
2215,11
2216,12
2217,3
2218,14
2219,10
2220,10
2221,2
2222,10
2223,12
2224,14
2225,14
2226,14
2227,12
2228,2
2229,11
2230,2
2231,5
2232,2
2233,12
2234,10
2235,6
2236,12
2237,12
2238,3
2239,2
2240,12
2241,6
2242,2
2243,12
2244,3
2245,12
2246,14
2247,10
2248,10
2249,3
2250,10
2251,2
2252,14
2253,6
2254,12
2255,12
2256,2
2257,14
2258,14
2259,2
2260,12
2261,10
2262,2
2263,3
2264,12
2265,12
2266,12
2267,3
2268,5
2269,3
2270,8
2271,2
2272,3
2273,10
2274,5
2275,3
2276,14
2277,10
2278,12
2279,14
2280,8
2281,12
2282,12
2283,2
2284,10
2285,6
2286,10
2287,5
2288,11
2289,12
2290,5
2291,14
2292,3
2293,14
2294,10
2295,3
2296,2
2297,10
2298,14
2299,6
2300,11
2301,11
2302,3
2303,11
2304,10
2305,10
2306,12
2307,5
2308,12
2309,6
